,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
802,male,group D,bachelor's degree,standard,none,81,74,78
803,male,group D,high school,standard,completed,72,80,77
804,male,group D,master's degree,standard,none,56,44,45
805,female,group C,associate's degree,free/reduced,completed,74,82,79
806,female,group C,some high school,standard,none,54,65,60
807,male,group E,high school,free/reduced,none,51,44,41
808,male,group D,bachelor's degree,free/reduced,none,62,61,63
809,female,group E,bachelor's degree,standard,completed,98,100,100
810,female,group D,associate's degree,standard,completed,99,100,100
811,female,group C,associate's degree,standard,completed,72,85,95
812,male,group E,some college,free/reduced,none,66,68,62
813,male,group C,bachelor's degree,standard,none,60,60,57
814,female,group B,associate's degree,standard,none,82,82,81
815,male,group B,some college,standard,none,68,57,57
816,male,group B,associate's degree,standard,none,78,71,65
817,male,group B,master's degree,standard,completed,60,64,55
818,male,group C,bachelor's degree,free/reduced,completed,71,85,77
819,male,group C,bachelor's degree,standard,none,62,53,52
820,male,group C,some high school,standard,completed,57,69,64
821,female,group C,bachelor's degree,free/reduced,none,57,78,75
822,female,group C,associate's degree,standard,none,72,81,83
823,female,group E,bachelor's degree,free/reduced,none,49,63,58
824,female,group D,some high school,standard,none,45,63,63
825,female,group B,bachelor's degree,free/reduced,completed,77,93,98
826,female,group C,some high school,standard,none,85,88,89
827,male,group C,bachelor's degree,standard,none,85,95,85
828,male,group E,bachelor's degree,free/reduced,none,74,74,67
829,male,group C,bachelor's degree,standard,none,47,39,32
830,female,group D,associate's degree,free/reduced,none,59,72,69
831,male,group C,associate's degree,standard,none,63,54,54
832,male,group C,some high school,free/reduced,none,45,45,40
833,male,group C,bachelor's degree,standard,none,90,84,90
834,male,group D,bachelor's degree,standard,none,62,59,61
835,female,group B,high school,free/reduced,none,45,54,48
836,male,group E,associate's degree,free/reduced,none,89,93,84
837,male,group C,some college,standard,none,76,66,70
838,male,group E,some high school,free/reduced,completed,72,61,64
839,male,group E,associate's degree,standard,completed,95,95,92
840,male,group A,associate's degree,standard,completed,92,84,85
841,male,group E,high school,standard,none,65,61,52
842,female,group C,some college,free/reduced,none,46,53,58
843,female,group D,some college,standard,none,66,74,77
844,male,group E,associate's degree,standard,none,78,70,69
845,female,group C,some college,standard,none,67,82,79
846,male,group B,high school,standard,none,85,82,76
847,male,group E,master's degree,standard,none,66,56,55
848,female,group C,bachelor's degree,standard,none,57,69,71
849,female,group C,some college,standard,completed,59,85,87
850,male,group D,some high school,standard,none,74,61,62
851,male,group D,some high school,free/reduced,completed,64,76,72
852,male,group C,associate's degree,standard,completed,67,66,65
853,female,group E,bachelor's degree,standard,none,63,69,69
854,female,group C,associate's degree,free/reduced,completed,71,82,85
855,male,group B,high school,standard,none,42,42,38
856,male,group B,associate's degree,standard,none,67,60,61
857,male,group D,some college,free/reduced,completed,57,52,58
858,female,group D,some college,standard,none,52,56,63
859,male,group D,high school,free/reduced,none,80,75,71
860,female,group D,bachelor's degree,free/reduced,completed,88,95,99
861,female,group A,bachelor's degree,standard,none,78,86,87
862,male,group D,associate's degree,standard,none,80,68,73
863,female,group C,high school,standard,none,72,81,79
864,male,group C,some college,standard,completed,43,51,56
865,female,group C,associate's degree,free/reduced,completed,68,81,80
866,male,group D,associate's degree,free/reduced,none,64,69,64
867,female,group E,some college,standard,none,72,73,72
868,female,group A,some high school,free/reduced,none,48,69,63
869,female,group D,high school,standard,none,67,71,77
870,male,group C,some college,standard,none,45,38,37
871,male,group C,bachelor's degree,standard,none,63,61,60
872,female,group A,high school,standard,completed,60,71,74
873,female,group E,some high school,standard,none,75,72,76
874,female,group C,bachelor's degree,standard,none,65,68,72
875,female,group B,some college,free/reduced,completed,49,61,61
876,male,group D,associate's degree,free/reduced,completed,80,73,72
877,male,group C,some high school,standard,completed,86,79,76
878,male,group B,bachelor's degree,standard,none,85,78,75
879,male,group B,some high school,standard,none,66,64,56
880,female,group A,high school,free/reduced,none,36,51,41
881,female,group B,some college,standard,none,49,65,66
882,male,group D,some college,free/reduced,completed,90,80,80
883,female,group B,high school,free/reduced,none,37,42,38
884,female,group C,some college,standard,completed,67,71,82
885,male,group E,bachelor's degree,standard,none,81,61,68
886,male,group C,bachelor's degree,standard,completed,62,65,71
887,male,group D,some high school,standard,none,36,30,32
888,male,group D,high school,standard,completed,82,81,84
889,female,group D,high school,standard,none,53,60,59
890,male,group C,high school,free/reduced,none,32,33,25
891,female,group B,some high school,standard,completed,44,45,43
892,female,group C,some college,standard,none,85,98,89
893,male,group B,master's degree,standard,none,63,67,62
894,male,group B,some college,standard,none,61,66,59
895,female,group B,bachelor's degree,standard,none,62,76,76
896,male,group D,bachelor's degree,free/reduced,completed,83,81,82
897,female,group E,some college,free/reduced,none,64,70,72
898,female,group C,some college,standard,completed,64,78,82
899,male,group B,master's degree,standard,none,78,79,76
900,female,group C,bachelor's degree,standard,none,62,71,66
901,male,group B,some high school,standard,none,69,69,64
902,male,group C,high school,free/reduced,none,68,72,68
903,female,group B,some high school,standard,none,66,71,68
904,male,group D,high school,standard,none,70,63,66
905,male,group C,high school,standard,none,70,70,60
906,male,group C,some college,standard,none,75,62,58
907,male,group D,some high school,free/reduced,none,56,53,48
908,male,group A,high school,standard,none,70,71,68
909,female,group D,high school,free/reduced,none,65,76,68
910,male,group C,bachelor's degree,standard,completed,81,85,89
911,male,group D,bachelor's degree,standard,none,75,74,73
912,female,group B,bachelor's degree,standard,none,91,100,94
913,female,group C,some college,standard,none,64,73,67
914,male,group B,high school,standard,none,41,39,35
915,male,group B,high school,standard,completed,67,65,70
916,male,group C,some college,standard,none,69,70,62
917,male,group C,high school,free/reduced,none,62,71,64
918,female,group E,associate's degree,standard,completed,70,73,76
919,female,group E,some high school,standard,completed,97,100,100
920,female,group D,high school,free/reduced,none,64,74,69
921,male,group E,some high school,standard,completed,100,92,92
922,female,group E,some high school,free/reduced,none,54,66,58
923,female,group D,some college,standard,completed,68,82,82
924,male,group E,some high school,standard,none,87,79,75
925,male,group E,some college,free/reduced,none,47,38,39
926,female,group D,high school,standard,none,38,55,56
927,female,group C,some college,standard,none,66,70,72
928,male,group C,bachelor's degree,standard,none,84,79,82
929,male,group C,bachelor's degree,standard,completed,64,52,56
930,male,group E,associate's degree,standard,none,74,72,66
931,male,group A,high school,standard,none,74,72,65
932,female,group C,high school,standard,none,54,70,58
933,female,group B,bachelor's degree,standard,completed,81,90,96
934,male,group C,master's degree,standard,completed,91,78,85
935,female,group D,some high school,free/reduced,none,59,82,75
936,female,group B,bachelor's degree,standard,completed,90,100,100
937,female,group C,high school,standard,none,71,73,70
938,female,group D,high school,standard,completed,90,100,100
939,female,group E,some high school,standard,none,65,68,68
940,female,group E,some high school,standard,none,64,72,71
941,female,group D,associate's degree,free/reduced,none,72,78,82
942,male,group B,some high school,standard,completed,59,61,56
943,female,group B,master's degree,standard,none,61,68,69
944,male,group C,some high school,standard,none,66,61,56
945,male,group D,high school,standard,completed,92,87,88
946,female,group B,high school,free/reduced,none,26,41,35
947,female,group D,master's degree,standard,none,81,89,89
948,male,group C,some high school,standard,none,60,61,56
949,female,group C,high school,standard,none,60,65,67
950,female,group B,some high school,free/reduced,none,54,68,63
951,female,group B,some college,free/reduced,completed,57,72,70
952,female,group D,master's degree,standard,none,75,91,96
953,female,group E,some college,standard,completed,69,65,74
954,male,group C,bachelor's degree,standard,none,76,79,74
955,male,group B,some high school,standard,none,57,57,50
956,female,group B,high school,free/reduced,none,33,46,48
957,male,group C,some college,standard,none,66,56,60
958,female,group D,some college,standard,completed,62,67,70
959,female,group E,some high school,standard,none,84,89,86
960,female,group D,high school,standard,none,79,75,78
961,female,group D,some college,standard,none,70,79,74
962,female,group D,associate's degree,standard,none,77,80,80
963,male,group D,some high school,free/reduced,none,61,55,57
964,female,group C,high school,standard,completed,87,85,88
965,male,group B,some high school,standard,none,68,67,61
966,female,group C,bachelor's degree,standard,none,78,75,76
967,male,group E,high school,free/reduced,completed,61,55,53
968,male,group D,some high school,standard,completed,63,68,70
969,female,group B,some high school,free/reduced,none,60,77,67
970,male,group D,high school,standard,none,57,60,62
971,male,group E,bachelor's degree,free/reduced,none,59,63,54
972,female,group D,some college,free/reduced,completed,39,47,52
973,male,group C,bachelor's degree,free/reduced,none,64,66,62
974,male,group C,associate's degree,standard,completed,61,66,59
975,male,group C,some college,standard,completed,57,47,55
976,male,group C,some college,free/reduced,none,46,56,55
977,female,group C,high school,standard,completed,72,86,85
978,female,group E,some college,standard,none,70,82,76
979,male,group B,associate's degree,standard,none,78,81,77
980,male,group C,high school,free/reduced,none,40,37,36
981,male,group C,master's degree,standard,none,78,79,67
982,male,group B,some college,free/reduced,completed,63,66,61
983,male,group C,associate's degree,standard,none,72,62,62
984,male,group B,some high school,standard,none,79,82,76
985,female,group C,associate's degree,standard,completed,84,92,94
986,male,group E,associate's degree,standard,none,75,68,62
987,male,group C,some college,standard,none,67,72,74
988,male,group C,bachelor's degree,standard,none,65,71,64
989,female,group C,high school,standard,completed,72,84,78
990,female,group A,some college,free/reduced,none,58,63,56
991,female,group E,master's degree,standard,completed,100,100,100
992,female,group C,master's degree,free/reduced,none,63,88,85
993,male,group C,some high school,standard,completed,89,85,79
994,female,group B,associate's degree,free/reduced,none,40,59,61
995,female,group C,bachelor's degree,standard,none,72,87,85
996,male,group C,some college,standard,completed,67,62,60
997,male,group C,some high school,free/reduced,completed,57,67,58
998,female,group A,some high school,standard,none,78,87,87
999,female,group C,associate's degree,free/reduced,none,51,69,66
0,female,group C,some high school,free/reduced,none,48,73,68
1,male,group D,bachelor's degree,free/reduced,completed,62,62,67
2,male,group C,some college,free/reduced,completed,60,62,57
3,female,group C,master's degree,standard,none,79,89,87
4,female,group D,high school,free/reduced,none,45,63,61
5,male,group D,master's degree,free/reduced,none,80,84,84
6,male,group D,bachelor's degree,standard,none,87,90,85
7,female,group A,bachelor's degree,free/reduced,completed,55,71,70
8,male,group D,high school,standard,completed,86,85,84
9,female,group B,bachelor's degree,free/reduced,completed,63,72,69
10,female,group C,associate's degree,standard,none,58,67,64
11,female,group D,high school,standard,completed,58,49,57
12,female,group B,associate's degree,standard,completed,53,61,68
13,female,group D,some college,standard,none,62,74,71
14,female,group C,high school,free/reduced,none,58,67,65
15,female,group D,associate's degree,free/reduced,none,53,69,69
16,female,group D,high school,standard,none,82,95,94
17,male,group B,some high school,standard,none,78,84,74
18,male,group D,some college,free/reduced,none,40,31,29
19,female,group D,some high school,standard,none,43,58,48
20,female,group C,some high school,standard,none,29,35,40
21,female,group B,some college,standard,none,56,67,66
22,male,group A,some high school,standard,none,53,49,47
23,male,group D,bachelor's degree,standard,none,77,79,72
24,female,group C,bachelor's degree,free/reduced,completed,79,100,94
25,female,group E,some college,free/reduced,completed,81,86,87
26,female,group D,master's degree,standard,completed,56,65,71
27,male,group C,some college,standard,completed,65,51,57
28,male,group B,master's degree,standard,none,65,73,63
29,male,group D,some college,standard,completed,79,77,78
30,male,group C,bachelor's degree,free/reduced,none,43,36,38
31,male,group D,some high school,standard,none,62,61,58
32,male,group D,high school,standard,none,81,71,65
33,male,group D,associate's degree,standard,completed,65,67,68
34,male,group E,some college,standard,none,81,72,66
35,female,group C,some college,standard,none,67,74,77
36,female,group C,some college,standard,completed,58,71,75
37,female,group C,master's degree,standard,completed,87,98,92
38,male,group E,some high school,free/reduced,completed,94,83,82
39,male,group E,master's degree,standard,completed,92,93,94
40,female,group E,some college,free/reduced,none,86,83,84
41,female,group D,master's degree,standard,none,61,62,70
42,female,group D,some college,standard,none,90,90,90
43,female,group D,associate's degree,standard,none,74,72,77
44,female,group A,some college,standard,none,88,95,93
45,male,group E,master's degree,standard,none,92,90,89
46,female,group A,high school,free/reduced,completed,59,68,69
47,male,group D,high school,standard,none,52,46,51
48,female,group A,high school,free/reduced,none,55,73,66
49,female,group D,associate's degree,free/reduced,none,56,80,79
50,male,group B,some high school,standard,completed,97,84,87
51,male,group C,bachelor's degree,standard,none,83,64,72
52,male,group C,master's degree,free/reduced,none,63,62,63
53,male,group E,high school,free/reduced,completed,59,65,62
54,male,group C,some high school,standard,none,42,45,45
55,male,group E,associate's degree,free/reduced,none,79,78,68
56,male,group D,bachelor's degree,standard,none,61,46,56
57,male,group B,bachelor's degree,standard,completed,85,74,77
58,female,group B,some high school,standard,none,72,74,67
59,female,group C,some college,free/reduced,none,42,56,51
60,female,group B,bachelor's degree,standard,none,55,57,58
61,female,group C,associate's degree,standard,none,64,67,71
62,female,group E,associate's degree,standard,none,56,60,64
63,female,group E,high school,standard,none,69,75,72
64,male,group C,some college,standard,none,49,52,48
65,female,group D,high school,free/reduced,none,66,64,66
66,female,group E,high school,free/reduced,none,79,67,67
67,male,group B,bachelor's degree,standard,none,72,64,61
68,female,group A,some college,free/reduced,none,47,52,55
69,female,group E,some high school,standard,completed,85,86,83
70,female,group D,some high school,standard,none,64,77,78
71,female,group C,some high school,standard,none,49,47,43
72,male,group D,associate's degree,free/reduced,completed,74,83,83
73,male,group E,some college,standard,none,97,82,80
74,male,group C,some college,free/reduced,none,48,59,47
75,female,group B,high school,standard,none,62,67,67
76,male,group A,some high school,free/reduced,completed,60,55,54
77,female,group E,high school,standard,none,75,80,81
78,male,group D,bachelor's degree,standard,completed,84,83,82
79,male,group D,bachelor's degree,standard,completed,54,66,63
80,female,group E,some high school,free/reduced,none,59,69,69
81,female,group C,some college,free/reduced,completed,51,69,71
82,female,group A,master's degree,standard,none,65,72,71
83,female,group D,master's degree,standard,completed,67,74,83
84,female,group B,master's degree,standard,none,97,99,95
85,male,group C,high school,standard,none,54,52,48
86,male,group E,some high school,standard,completed,81,70,77
87,male,group D,associate's degree,free/reduced,none,74,76,70
88,male,group D,some college,free/reduced,none,44,55,52
89,female,group D,some college,standard,none,49,64,65
90,male,group E,some college,standard,none,71,65,66
91,male,group D,bachelor's degree,standard,none,65,72,68
92,male,group C,bachelor's degree,free/reduced,completed,53,56,56
93,female,group E,associate's degree,standard,completed,63,67,67
94,male,group D,high school,standard,none,69,70,64
95,female,group C,associate's degree,standard,none,79,82,82
96,male,group C,associate's degree,standard,none,81,81,81
97,female,group E,some high school,free/reduced,none,87,76,78
98,female,group D,associate's degree,standard,none,30,39,40
99,male,group E,some high school,standard,none,65,56,56
100,male,group D,master's degree,standard,none,84,76,79
101,female,group C,some high school,free/reduced,none,27,42,35
102,male,group C,some college,standard,none,76,74,68
103,male,group B,some college,free/reduced,none,70,66,61
104,male,group D,some high school,standard,none,74,61,61
105,female,group C,some high school,standard,none,56,73,62
106,female,group C,associate's degree,free/reduced,none,34,38,37
107,male,group E,bachelor's degree,free/reduced,none,65,62,60
108,female,group C,associate's degree,standard,none,48,60,50
109,male,group C,some high school,standard,completed,44,48,52
110,male,group D,some college,standard,completed,74,77,76
111,female,group B,bachelor's degree,standard,none,62,73,70
112,male,group D,some college,free/reduced,completed,52,54,54
113,female,group D,high school,standard,completed,90,90,97
114,male,group D,bachelor's degree,standard,none,79,64,61
115,male,group B,high school,free/reduced,none,36,43,34
116,male,group C,some college,standard,none,77,58,59
117,male,group C,some college,free/reduced,none,54,52,47
118,male,group A,some college,standard,none,61,63,59
119,female,group D,associate's degree,standard,none,86,95,94
120,male,group E,some high school,standard,none,71,76,73
121,male,group C,high school,standard,none,42,60,49
122,female,group C,associate's degree,standard,none,67,70,71
123,male,group B,high school,standard,completed,80,84,78
124,male,group B,some high school,standard,none,77,69,61
125,male,group B,associate's degree,standard,none,89,86,88
126,female,group E,some high school,standard,completed,89,96,98
127,male,group C,high school,standard,none,84,70,66
128,female,group C,bachelor's degree,free/reduced,none,49,54,60
129,male,group A,master's degree,free/reduced,completed,50,53,53
130,male,group E,some college,standard,none,96,87,80
131,male,group C,some high school,standard,completed,73,67,66
132,female,group C,associate's degree,standard,completed,93,99,100
133,female,group C,some high school,free/reduced,none,39,59,57
134,female,group D,high school,standard,none,57,61,63
135,female,group E,some high school,free/reduced,none,72,79,75
136,male,group E,bachelor's degree,standard,none,83,68,68
137,female,group D,some college,standard,completed,73,88,97
138,male,group E,some college,free/reduced,none,75,82,75
139,female,group B,bachelor's degree,standard,none,77,81,79
140,male,group C,associate's degree,standard,completed,68,72,70
141,male,group E,bachelor's degree,free/reduced,none,68,66,60
142,male,group D,master's degree,standard,none,81,77,81
143,male,group D,associate's degree,standard,none,82,76,73
144,male,group C,some college,free/reduced,none,43,26,29
145,female,group E,some college,free/reduced,completed,53,61,62
146,male,group B,some college,free/reduced,none,54,58,56
147,female,group D,master's degree,free/reduced,none,87,91,90
148,male,group C,high school,free/reduced,none,80,81,66
149,male,group C,high school,standard,none,58,63,55
150,female,group B,some college,standard,completed,85,96,97
151,male,group A,some high school,standard,none,84,80,77
152,male,group C,some high school,free/reduced,none,57,57,53
153,male,group D,some college,standard,none,72,64,62
154,male,group C,some high school,free/reduced,none,74,62,57
155,male,group A,some college,standard,none,62,62,58
156,male,group E,some college,free/reduced,none,78,71,72
157,female,group D,bachelor's degree,free/reduced,completed,75,87,88
158,male,group C,master's degree,standard,completed,83,90,87
159,male,group D,associate's degree,free/reduced,none,70,65,64
160,female,group E,some high school,standard,none,98,91,91
161,female,group B,some college,standard,none,53,71,67
162,female,group C,some college,standard,completed,66,71,74
163,female,group B,associate's degree,standard,none,93,92,91
164,male,group E,high school,free/reduced,none,58,57,40
165,male,group B,some high school,standard,completed,85,71,77
166,female,group D,associate's degree,standard,completed,69,87,92
167,female,group C,high school,standard,none,81,78,79
168,female,group C,some high school,free/reduced,none,69,88,79
169,female,group C,master's degree,standard,none,64,58,60
170,female,group B,some high school,free/reduced,none,48,63,55
171,male,group C,bachelor's degree,standard,completed,86,80,78
172,male,group B,high school,free/reduced,completed,49,50,48
173,female,group A,high school,standard,completed,50,60,57
174,male,group D,high school,standard,completed,83,73,82
175,male,group B,high school,standard,none,48,51,45
176,female,group C,bachelor's degree,standard,none,77,86,89
177,male,group B,high school,standard,none,88,77,69
178,female,group A,associate's degree,standard,completed,70,75,77
179,male,group B,some college,standard,none,56,46,45
180,male,group C,some college,standard,none,62,62,59
181,female,group C,bachelor's degree,standard,completed,77,94,92
182,female,group A,some high school,standard,none,64,73,71
183,male,group A,bachelor's degree,standard,completed,79,72,73
184,male,group B,some high school,standard,completed,64,69,63
185,female,group C,some college,standard,completed,84,87,93
186,female,group B,master's degree,standard,none,77,80,83
187,female,group D,some college,standard,none,76,80,86
188,female,group B,master's degree,standard,none,63,66,69
189,male,group E,associate's degree,standard,completed,76,68,66
190,male,group C,high school,standard,none,76,76,71
191,female,group D,some college,standard,none,78,91,88
192,female,group D,associate's degree,standard,none,48,45,55
193,female,group B,some college,standard,none,86,83,89
194,female,group B,high school,standard,none,61,74,72
195,male,group D,high school,standard,completed,80,80,78
196,male,group B,some high school,standard,completed,75,67,69
197,male,group A,some college,standard,none,70,59,61
198,male,group D,some college,standard,none,57,53,52
199,female,group D,associate's degree,free/reduced,completed,63,85,85
200,male,group D,some high school,standard,completed,78,82,85
201,male,group D,some high school,free/reduced,none,59,57,48
202,female,group C,bachelor's degree,standard,none,80,89,84
203,male,group C,some college,standard,completed,49,48,49
204,male,group E,high school,standard,completed,78,75,74
205,female,group C,some college,standard,completed,63,71,67
206,female,group B,some high school,standard,completed,92,94,96
207,male,group D,associate's degree,standard,completed,95,81,88
208,female,group E,some college,standard,completed,98,100,100
209,male,group E,high school,standard,none,83,74,68
210,male,group B,some college,free/reduced,none,59,58,55
211,male,group D,bachelor's degree,free/reduced,none,67,62,64
212,female,group A,master's degree,standard,completed,79,91,95
213,female,group D,some college,standard,none,49,54,58
214,male,group B,associate's degree,standard,none,68,54,48
215,male,group B,associate's degree,standard,completed,56,48,45
216,female,group B,bachelor's degree,standard,none,71,67,73
217,female,group B,some high school,standard,none,73,87,83
218,male,group A,some high school,standard,none,70,66,59
219,female,group C,some high school,standard,completed,66,77,83
220,female,group C,master's degree,free/reduced,none,38,47,47
221,female,group E,master's degree,free/reduced,none,68,72,76
222,female,group C,associate's degree,standard,none,69,71,78
223,female,group E,some college,free/reduced,none,49,62,53
224,female,group D,some college,standard,none,47,59,55
225,male,group D,associate's degree,standard,completed,76,77,80
226,female,group B,associate's degree,free/reduced,completed,66,74,83
227,female,group C,associate's degree,standard,none,66,76,74
228,male,group C,high school,standard,none,63,56,55
229,male,group D,master's degree,standard,none,80,68,70
230,male,group A,some college,standard,none,71,77,72
231,male,group C,associate's degree,standard,completed,73,79,76
232,female,group D,associate's degree,standard,none,79,78,79
233,male,group B,some college,free/reduced,none,75,73,74
234,female,group D,some high school,free/reduced,none,68,68,69
235,female,group D,some high school,standard,completed,79,83,84
236,male,group A,some college,standard,none,64,59,50
237,female,group C,associate's degree,free/reduced,completed,83,88,84
238,female,group C,some college,free/reduced,none,42,58,55
239,female,group A,some high school,standard,none,63,68,63
240,female,group E,bachelor's degree,free/reduced,none,62,74,75
241,female,group B,high school,standard,completed,71,76,84
242,male,group B,high school,standard,none,57,58,56
243,female,group A,associate's degree,standard,none,74,77,82
244,female,group E,master's degree,free/reduced,completed,65,70,77
245,male,group C,bachelor's degree,standard,none,95,93,91
246,female,group C,associate's degree,free/reduced,none,47,59,60
247,female,group B,high school,standard,none,79,82,77
248,female,group A,bachelor's degree,standard,none,76,90,86
249,female,group E,bachelor's degree,free/reduced,completed,55,70,75
250,female,group E,some college,standard,none,82,82,85
251,female,group D,bachelor's degree,free/reduced,none,44,53,48
252,female,group E,bachelor's degree,standard,none,67,62,72
253,female,group B,associate's degree,standard,none,45,54,56
254,female,group C,high school,standard,none,65,73,64
255,female,group C,some high school,standard,none,41,53,48
256,male,group D,some high school,standard,completed,80,73,70
257,male,group C,high school,free/reduced,completed,46,43,42
258,male,group C,some college,standard,none,74,69,64
259,male,group C,some high school,standard,none,76,65,66
260,male,group E,some high school,free/reduced,none,39,34,29
261,female,group D,bachelor's degree,standard,none,92,90,90
262,male,group A,high school,standard,none,56,46,42
263,male,group D,some high school,standard,completed,57,63,57
264,female,group E,high school,standard,none,89,90,88
265,female,group C,some college,standard,completed,59,70,70
266,male,group C,associate's degree,standard,none,62,57,58
267,male,group E,high school,standard,none,68,56,55
268,male,group B,some high school,free/reduced,none,49,56,55
269,female,group C,bachelor's degree,standard,none,54,65,65
270,male,group C,associate's degree,standard,completed,74,82,80
271,female,group B,associate's degree,free/reduced,none,78,84,79
272,female,group C,master's degree,free/reduced,completed,77,94,91
273,female,group C,associate's degree,free/reduced,completed,59,79,78
274,female,group D,associate's degree,free/reduced,none,51,62,61
275,female,group B,high school,standard,none,55,77,72
276,female,group B,associate's degree,free/reduced,none,55,68,64
277,female,group E,some college,standard,completed,99,99,100
278,female,group C,associate's degree,free/reduced,none,35,44,37
279,male,group E,high school,standard,none,78,54,52
280,female,group E,some college,free/reduced,none,59,70,65
281,female,group B,master's degree,standard,completed,80,93,100
282,female,group C,bachelor's degree,standard,none,52,58,61
283,female,group B,associate's degree,standard,none,78,78,81
284,male,group B,some college,free/reduced,completed,48,57,56
285,male,group C,high school,standard,none,63,61,52
286,male,group E,some high school,standard,none,75,59,56
287,male,group C,some high school,standard,completed,66,64,60
288,female,group D,bachelor's degree,standard,completed,88,100,100
289,male,group B,associate's degree,standard,completed,94,86,89
290,female,group A,some high school,free/reduced,none,53,63,62
291,male,group A,some college,free/reduced,none,45,51,47
292,male,group C,some college,standard,none,90,95,87
293,male,group C,bachelor's degree,free/reduced,completed,67,81,76
294,male,group B,some college,free/reduced,none,62,62,61
295,female,group A,associate's degree,standard,completed,71,74,77
296,male,group D,associate's degree,free/reduced,none,61,60,60
297,female,group C,high school,free/reduced,none,45,60,53
298,female,group A,associate's degree,standard,none,50,61,56
299,male,group B,high school,standard,none,79,67,72
300,male,group C,some high school,free/reduced,completed,68,68,59
301,female,group B,master's degree,free/reduced,none,65,77,76
302,male,group D,high school,standard,completed,94,85,90
303,female,group D,master's degree,standard,none,57,64,66
304,female,group A,some college,free/reduced,none,50,55,57
305,male,group C,high school,free/reduced,completed,55,49,44
306,male,group C,associate's degree,standard,completed,60,57,57
307,female,group D,some college,standard,none,57,72,74
308,male,group C,high school,free/reduced,none,72,58,52
309,female,group B,some college,free/reduced,completed,27,44,45
310,female,group C,some high school,free/reduced,none,41,65,58
311,female,group C,some high school,standard,completed,51,62,63
312,male,group C,bachelor's degree,standard,none,57,48,50
313,male,group D,some college,standard,completed,71,61,68
314,male,group C,some college,standard,none,82,84,81
315,male,group C,associate's degree,standard,completed,78,80,82
316,male,group E,high school,standard,none,69,65,55
317,male,group B,associate's degree,free/reduced,completed,78,77,77
318,male,group D,high school,standard,none,64,63,62
319,male,group C,master's degree,free/reduced,completed,64,73,74
320,male,group B,some college,standard,none,80,69,65
321,female,group C,master's degree,standard,none,86,83,94
322,female,group E,high school,free/reduced,completed,74,84,87
323,male,group C,high school,standard,none,58,48,42
324,male,group E,master's degree,standard,completed,90,75,76
325,female,group D,bachelor's degree,standard,completed,99,98,100
326,male,group E,some college,standard,completed,97,84,87
327,female,group B,high school,free/reduced,none,22,38,37
328,female,group E,associate's degree,standard,completed,83,89,83
329,female,group D,high school,standard,none,60,76,78
330,female,group D,some high school,standard,none,88,88,92
331,female,group C,associate's degree,standard,none,62,63,61
332,female,group B,some college,free/reduced,none,65,74,68
333,male,group C,some college,free/reduced,none,59,59,46
334,female,group B,associate's degree,free/reduced,none,40,60,52
335,male,group B,master's degree,free/reduced,completed,59,70,62
336,female,group D,some college,standard,none,58,65,76
337,male,group D,some high school,standard,none,80,78,69
338,male,group C,some high school,free/reduced,completed,61,58,62
339,female,group C,some high school,free/reduced,completed,69,81,76
340,male,group E,associate's degree,free/reduced,completed,69,64,64
341,female,group C,bachelor's degree,standard,none,68,81,76
342,female,group C,associate's degree,standard,completed,85,100,97
343,male,group B,some college,standard,none,80,81,79
344,female,group A,some college,standard,completed,68,69,73
345,female,group E,some high school,free/reduced,none,48,50,55
346,male,group C,some college,standard,none,43,38,31
347,female,group D,high school,standard,completed,84,95,93
348,female,group D,high school,standard,completed,45,63,61
349,male,group E,some high school,standard,none,62,52,50
350,male,group B,some college,free/reduced,none,53,54,51
351,female,group D,some high school,free/reduced,none,57,74,69
352,male,group C,high school,standard,none,78,72,63
353,female,group B,some high school,free/reduced,completed,63,78,76
354,female,group E,master's degree,standard,none,74,83,80
355,female,group D,associate's degree,standard,none,79,89,94
356,female,group D,associate's degree,standard,none,77,78,77
357,female,group C,high school,free/reduced,completed,41,68,61
358,female,group A,some high school,free/reduced,completed,38,50,51
359,female,group B,bachelor's degree,standard,none,63,64,72
360,male,group C,some high school,standard,none,56,50,43
361,male,group C,associate's degree,standard,completed,74,70,68
362,female,group E,associate's degree,free/reduced,none,57,70,69
363,male,group C,some high school,standard,completed,49,62,60
364,male,group B,master's degree,standard,none,81,81,72
365,female,group C,associate's degree,free/reduced,none,67,71,65
366,male,group C,high school,standard,none,62,42,40
367,male,group B,high school,free/reduced,none,48,42,43
368,male,group C,some high school,standard,none,42,45,42
369,male,group C,some college,standard,none,77,64,59
370,male,group D,some high school,standard,none,79,70,67
371,male,group A,bachelor's degree,free/reduced,completed,69,69,73
372,male,group D,associate's degree,standard,none,84,84,82
373,male,group A,high school,free/reduced,none,41,40,35
374,female,group D,some high school,free/reduced,none,47,59,58
375,female,group B,high school,free/reduced,none,34,45,49
376,female,group B,high school,standard,none,41,53,42
377,male,group B,associate's degree,free/reduced,none,37,46,42
378,male,group D,bachelor's degree,free/reduced,completed,59,63,65
379,male,group D,high school,standard,completed,75,66,72
380,male,group D,high school,standard,none,76,66,70
381,male,group B,associate's degree,standard,none,82,82,73
382,female,group C,associate's degree,standard,none,67,73,70
383,male,group E,associate's degree,free/reduced,none,87,78,84
384,female,group C,some college,standard,none,22,28,31
385,female,group B,some college,standard,none,67,78,73
